Report_Name	IR Master Report
Report_ID	IR
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	
Metric_Types	
Report_Filters	Data_Type=Multimedia; Access_Type=Controlled; Access_Method=Regular
Report_Attributes	Attributes_To_Show=Data_Type|Access_Type|Access_Method|YOP
Exceptions	3060: Invalid Attributes To Show Value (Request contained one or more Attributes To Show Value values in the ReportDefinition that are not supported by the Server: Authors|Publication_Date|Article_Version)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-01-31
Created	2024-02-29T10:45:06Z
Created_By	collections@upei.ca

Item	Publisher	Publisher_ID	Platform	Authors	Publication_Date	Article_version	DOI	Proprietary_ID	ISBN	Print_ISSN	Online_ISSN	URI	Parent_Title	Parent_Authors	Parent_Publication_Date	Parent_Article_Version	Parent_Data_Type	Parent_DOI	Parent_Proprietary_ID	Parent_ISBN	Parent_Print_ISSN	Parent_Online_ISSN	Parent_URI	Component_Title	Component_Authors	Component_Publication_Date	Component_Data_Type	Component_DOI	Component_Proprietary_ID	Component_ISBN	Component_Print_ISSN	Component_Online_ISSN	Component_URI	Data_Type	YOP	Access_Type	Access_Method	Metric_Type	Reporting_Period_Total	Jan-2024
A Doll's House	BBC Worldwide		video.alexanderstreet.com																															Multimedia		Controlled	Regular	Total_Item_Investigations	4	4
A Doll's House	BBC Worldwide		video.alexanderstreet.com																															Multimedia		Controlled	Regular	Total_Item_Requests	0	0
A Doll's House	BBC Worldwide		video.alexanderstreet.com																															Multimedia		Controlled	Regular	Unique_Item_Investigations	0	0
A Doll's House	BBC Worldwide		video.alexanderstreet.com																															Multimedia		Controlled	Regular	Unique_Item_Requests	0	0
A Doll's House	BBC Worldwide		video.alexanderstreet.com																															Multimedia		Controlled	Regular	Total_Item_Investigations	0	0
A Doll's House	BBC Worldwide		video.alexanderstreet.com																															Multimedia		Controlled	Regular	Total_Item_Requests	1	1
A Doll's House	BBC Worldwide		video.alexanderstreet.com																															Multimedia		Controlled	Regular	Unique_Item_Investigations	0	0
A Doll's House	BBC Worldwide		video.alexanderstreet.com																															Multimedia		Controlled	Regular	Unique_Item_Requests	0	0
A Doll's House	BBC Worldwide		video.alexanderstreet.com																															Multimedia		Controlled	Regular	Total_Item_Investigations	0	0
A Doll's House	BBC Worldwide		video.alexanderstreet.com																															Multimedia		Controlled	Regular	Total_Item_Requests	0	0
A Doll's House	BBC Worldwide		video.alexanderstreet.com																															Multimedia		Controlled	Regular	Unique_Item_Investigations	2	2
A Doll's House	BBC Worldwide		video.alexanderstreet.com																															Multimedia		Controlled	Regular	Unique_Item_Requests	0	0
A Doll's House	BBC Worldwide		video.alexanderstreet.com																															Multimedia		Controlled	Regular	Total_Item_Investigations	0	0
A Doll's House	BBC Worldwide		video.alexanderstreet.com																															Multimedia		Controlled	Regular	Total_Item_Requests	0	0
A Doll's House	BBC Worldwide		video.alexanderstreet.com																															Multimedia		Controlled	Regular	Unique_Item_Investigations	0	0
A Doll's House	BBC Worldwide		video.alexanderstreet.com																															Multimedia		Controlled	Regular	Unique_Item_Requests	1	1
About Face: Supermodels Then and Now	Filmakers Library		video.alexanderstreet.com																															Multimedia		Controlled	Regular	Total_Item_Investigations	5	5
About Face: Supermodels Then and Now	Filmakers Library		video.alexanderstreet.com																															Multimedia		Controlled	Regular	Total_Item_Requests	0	0
